date,Unnamed: 0,n_sick,calls,n_duty,n_sby,sby_need,dafted,weekday,year,calendarweek,month,quarter,season,Feiertage,schulferien,Sick-ratio,Residuals_calls,Residuals_Sick-ratio
2017-08-10,496,57,8016,1800,90,0,0,3,2017,32,8,3,2,0,1,0.0316666666666666,-406.489088976903,-0.0014349873690158062
2017-08-11,497,66,9426,1800,90,152,62,4,2017,32,8,3,2,0,1,0.0366666666666666,1080.6067298384255,0.004998201768210838
2017-08-12,498,62,7548,1800,90,0,0,5,2017,32,8,3,2,0,1,0.0344444444444444,-570.4219249573229,0.0028407075761095607
2017-08-13,499,66,6408,1800,90,0,0,6,2017,32,8,3,2,0,1,0.0366666666666666,-1342.6918636076307,0.003680329461874233
2017-08-14,500,65,9360,1800,90,137,47,0,2017,33,8,3,2,0,1,0.0361111111111111,517.725196737382,0.004958587893341049
2017-08-15,501,69,8844,1800,90,38,0,1,2017,33,8,3,2,0,1,0.0383333333333333,104.8854754830266,0.007393739699797817
2017-08-16,502,66,9114,1800,90,89,0,2,2017,33,8,3,2,0,1,0.0366666666666666,301.81404691159696,0.0057609190637327255
2017-08-17,503,59,9006,1800,90,61,0,3,2017,33,8,3,2,0,1,0.0327777777777777,40.08233959452453,0.00224281444144641
2017-08-18,504,61,8796,1800,90,21,0,4,2017,33,8,3,2,0,1,0.0338888888888888,82.89244412414098,0.0017376073598154088
2017-08-19,505,52,8748,1800,90,2,0,5,2017,33,8,3,2,0,1,0.0288888888888888,254.14950361410467,-0.0031174755529459666
2017-08-20,506,61,8406,1800,90,0,0,6,2017,33,8,3,2,0,1,0.0338888888888888,553.3081363923693,-0.0016658613576403317
2017-08-21,507,66,8316,1800,90,0,0,0,2017,34,8,3,2,0,1,0.0366666666666666,-508.274803262618,0.001831174611277419
2017-08-22,508,76,8556,1800,90,0,0,1,2017,34,8,3,2,0,1,0.0422222222222222,-11.685953088402757,0.0025081352777838843
2017-08-23,509,74,7602,1800,90,0,0,2,2017,34,8,3,2,0,1,0.0411111111111111,-886.1859530884012,0.0008950614974426348
2017-08-24,510,72,9156,1800,90,104,14,3,2017,34,8,3,2,0,1,0.04,945.2251967373824,-0.0012305493332871523
2017-08-25,511,75,7092,1800,90,0,0,4,2017,34,8,3,2,0,1,0.0416666666666666,-907.964698733002,0.0014363977146980358
2017-08-26,512,72,8880,1800,90,48,0,5,2017,34,8,3,2,0,1,0.04,916.720932185534,-0.002820471627607471
2017-08-27,513,68,7386,1800,90,0,0,6,2017,34,8,3,2,0,1,0.0377777777777777,-55.26329217905823,-0.00263441859548378
2017-08-28,514,73,7566,1800,90,0,0,0,2017,35,8,3,2,0,1,0.0405555555555555,-618.8462318340464,-0.0017933547486520991
2017-08-29,515,66,9546,1800,90,176,86,1,2017,35,8,3,2,0,1,0.0366666666666666,1071.7426183401697,-0.0006028156154309282
2017-08-30,516,62,6924,1800,90,0,0,2,2017,35,8,3,2,0,1,0.0344444444444444,-1457.9002388026877,-0.0009640669172012971
2017-08-31,517,69,7710,1800,90,0,0,3,2017,35,8,3,2,0,1,0.0383333333333333,-803.3462318340461,-0.0016800806959403995
2017-09-01,518,78,9210,1800,90,120,30,4,2017,35,9,3,3,0,1,0.0433333333333333,712.8924441241428,0.0015783908253285406
2017-09-02,519,67,8922,1800,90,52,0,5,2017,35,9,3,3,0,0,0.0372222222222222,783.8637893283909,-0.001232912547258165
2017-09-03,520,66,9228,1800,90,112,22,6,2017,35,9,3,3,0,0,0.0366666666666666,1359.8795649637989,-0.0020596368923675515
2017-09-04,521,75,8178,1800,90,0,0,0,2017,36,9,3,3,0,0,0.0416666666666666,-587.1319461197611,0.001732520441606645
2017-09-05,522,76,8280,1800,90,0,0,1,2017,36,9,3,3,0,0,0.0422222222222222,-153.1145245169734,0.0014784949669611296
2017-09-06,523,83,8010,1800,90,0,0,2,2017,36,9,3,3,0,0,0.0461111111111111,-133.6145245169746,0.0018195588137928272
2017-09-07,524,93,7338,1800,90,0,0,3,2017,36,9,3,3,0,0,0.0516666666666666,-582.2033746911901,0.0037724547522691547
2017-09-08,525,89,6978,1800,90,0,0,4,2017,36,9,3,3,0,0,0.0494444444444444,-823.107555875859,0.0041934673293740204
2017-09-09,526,89,7584,1800,90,0,0,5,2017,36,9,3,3,0,0,0.0494444444444444,-9.850496385894417,0.0018015343004546686
2017-09-10,527,88,8586,1800,90,6,0,6,2017,36,9,3,3,0,0,0.0488888888888888,1182.450993535227,-0.0005943641213990401
2017-09-11,528,90,8070,1800,90,0,0,0,2017,37,9,3,3,0,0,0.05,-187.70337469118863,0.0031121567469819984
2017-09-12,529,78,8076,1800,90,0,0,1,2017,37,9,3,3,0,0,0.0433333333333333,-400.8288102312597,-0.00048169088579861144
2017-09-13,530,88,9654,1800,90,219,129,2,2017,37,9,3,3,0,0,0.0488888888888888,1078.3854754830263,0.000701398115242776
2017-09-14,531,82,6666,1800,90,0,0,3,2017,37,9,3,3,0,0,0.0455555555555555,-1432.489088976904,-0.0017826201495974095
2017-09-15,532,88,8604,1800,90,9,0,4,2017,37,9,3,3,0,0,0.0488888888888888,484.0353012669988,0.0006413564585897279
2017-09-16,533,74,8964,1800,90,67,0,5,2017,37,9,3,3,0,0,0.0411111111111111,1143.8637893283908,-0.0022054752325101484
2017-09-17,534,79,6168,1800,90,0,0,6,2017,37,9,3,3,0,0,0.0438888888888888,-999.8347207504876,-4.2974231148313474e-05
2017-09-18,535,78,8946,1800,90,68,0,0,2017,38,9,3,3,0,0,0.0433333333333333,564.0109110230958,-6.969056536280244e-05
2017-09-19,536,86,7224,1800,90,0,0,1,2017,38,9,3,3,0,0,0.0477777777777777,-1029.1145245169744,-0.0026122284168408755
2017-09-20,537,92,8064,1800,90,0,0,2,2017,38,9,3,3,0,0,0.0511111111111111,-84.75738165983057,-0.003349871611585672
2017-09-21,538,101,8514,1800,90,4,0,3,2017,38,9,3,3,0,0,0.0561111111111111,411.2251967373814,-0.000882195572172069
2017-09-22,539,106,7794,1800,90,0,0,4,2017,38,9,3,3,0,0,0.0588888888888888,56.32101555271255,0.00413835237303339
2017-09-23,540,93,8922,1800,90,78,0,5,2017,38,9,3,3,0,0,0.0516666666666666,1155.8637893283908,-2.5790861765941087e-05
2017-09-24,541,94,6768,1800,90,0,0,6,2017,38,9,3,3,0,0,0.0522222222222222,-540.406149321916,0.000228675212094534
2017-09-25,542,93,7116,1800,90,0,0,0,2017,39,9,3,3,0,0,0.0516666666666666,-881.9890889769042,-0.0005893573121384665
2017-09-26,543,80,8670,1800,90,14,0,1,2017,39,9,3,3,0,0,0.0444444444444444,540.314046911599,-0.0036711886026935953
2017-09-27,544,76,7836,1800,90,0,0,2,2017,39,9,3,3,0,0,0.0422222222222222,-107.04309594554434,-0.005302046569528492
2017-09-28,545,73,6690,1800,90,0,0,3,2017,39,9,3,3,0,0,0.0405555555555555,-1499.3462318340462,-0.008246931613187899
2017-09-29,546,83,8808,1800,90,45,0,4,2017,39,9,3,3,0,0,0.0461111111111111,526.892444124141,-0.0018092964293378276
2017-09-30,547,77,8304,1800,90,0,0,5,2017,39,9,3,3,0,0,0.0427777777777777,201.8637893283909,-0.007043736051537743
2017-10-01,548,81,9414,1800,90,164,74,6,2017,39,10,4,3,0,0,0.045,1596.450993535228,-0.0015080396613097458
2017-10-02,549,82,8484,1800,90,0,0,0,2017,40,10,4,3,0,0,0.0455555555555555,-735.4176604054749,-0.00019882540443022338
2017-10-03,550,88,8664,1800,90,21,0,1,2017,40,10,4,3,1,0,0.0488888888888888,-459.9716673741165,-4.7970830444952e-05
2017-10-04,551,96,8820,1800,90,60,0,2,2017,40,10,4,3,0,0,0.0533333333333333,62.67118976874008,0.0026859276636639427
2017-10-05,552,86,9852,1800,90,257,167,3,2017,40,10,4,3,0,0,0.0477777777777777,1569.225196737381,-0.0004724885667231338
2017-10-06,553,89,8232,1800,90,0,0,4,2017,40,10,4,3,0,0,0.0494444444444444,-101.3932701615728,0.004405302876698787
2017-10-07,554,81,6426,1800,90,0,0,5,2017,40,10,4,3,0,0,0.045,-1730.1362106716092,-0.0013761096482567004
2017-10-08,555,91,7014,1800,90,0,0,6,2017,40,10,4,3,0,0,0.0505555555555555,-578.9775778933445,0.002267813930948227
2017-10-09,556,95,9564,1800,90,208,118,0,2017,41,10,4,3,0,0,0.0527777777777777,1421.1537681659536,0.0022251755505940784
2017-10-10,557,91,8670,1800,90,25,0,1,2017,41,10,4,3,0,0,0.0505555555555555,792.3140469115972,-0.0012400909373196465
2017-10-11,558,88,7854,1800,90,0,0,2,2017,41,10,4,3,0,0,0.0488888888888888,-3.328810231259922,-0.0012720685445125075
2017-10-12,559,92,7050,1800,90,0,0,3,2017,41,10,4,3,0,0,0.0511111111111111,-803.346231834047,-0.0005404256670619011
2017-10-13,560,88,6468,1800,90,0,0,4,2017,41,10,4,3,0,0,0.0488888888888888,-1208.8218415901442,-0.0003467772071171979
2017-10-14,561,75,6972,1800,90,0,0,5,2017,41,10,4,3,0,0,0.0416666666666666,-392.1362106716091,-0.007396598689823867
2017-10-15,562,88,7908,1800,90,0,0,6,2017,41,10,4,3,0,0,0.0488888888888888,1017.0224221066557,-0.002336560960080036
2017-10-16,563,96,9054,1800,90,107,17,0,2017,42,10,4,3,0,0,0.0533333333333333,1009.725196737382,0.0015038494490568141
2017-10-17,564,94,7728,1800,90,0,0,1,2017,42,10,4,3,0,0,0.0522222222222222,-441.1145245169734,-4.4622470066965625e-06
2017-10-18,565,93,7518,1800,90,0,0,2,2017,42,10,4,3,0,0,0.0516666666666666,-551.9002388026875,0.0014580695413234385
2017-10-19,566,93,8472,1800,90,0,0,3,2017,42,10,4,3,0,0,0.0516666666666666,654.6537681659521,0.00048536313119390377
2017-10-20,567,97,7434,1800,90,0,0,4,2017,42,10,4,3,0,0,0.0538888888888888,-71.39327016157279,0.004318994124246389
2017-10-21,568,96,6966,1800,90,0,0,5,2017,42,10,4,3,0,0,0.0533333333333333,-449.5647821001816,0.002313595409445283
2017-10-22,569,95,7062,1800,90,0,0,6,2017,42,10,4,3,0,0,0.0527777777777777,58.73670782093996,0.0025224362957958005
2017-10-23,570,89,7596,1800,90,0,0,0,2017,43,10,4,3,0,1,0.0494444444444444,-269.1319461197611,0.0020177075117082926
2017-10-24,571,81,8346,1800,90,0,0,1,2017,43,10,4,3,0,1,0.045,341.45690405445504,-9.586498610439625e-05
2017-10-25,572,78,7608,1800,90,0,0,2,2017,43,10,4,3,0,1,0.0433333333333333,-226.18595308840213,0.0036698351896640447
2017-10-26,573,77,7854,1800,90,0,0,3,2017,43,10,4,3,0,1,0.0427777777777777,51.22519673738141,0.003178052639906131
2017-10-27,574,73,8502,1800,90,0,0,4,2017,43,10,4,3,0,1,0.0405555555555555,565.4638726955703,0.001477416637688217
2017-10-28,575,64,6462,1800,90,0,0,5,2017,43,10,4,3,0,1,0.0355555555555555,-1132.7076392430376,-0.0034344823684895913
2017-10-29,576,119,7764,1800,90,0,0,6,2017,43,10,4,3,0,1,0.0661111111111111,262.7367078209418,0.018054684859725126
2017-10-30,577,64,9258,1800,90,116,26,0,2017,44,10,4,3,0,1,0.0355555555555555,676.2966253088114,-0.002141104551128567
2017-10-31,578,64,7200,1800,90,0,0,1,2017,44,10,4,3,1,1,0.0355555555555555,-1506.543095945544,-0.005012520264734359
2017-11-01,579,57,9930,1800,90,243,153,2,2017,44,11,4,3,0,1,0.0316666666666666,1152.0997611973123,-0.0050270137012982784
2017-11-02,580,60,8766,1800,90,14,0,3,2017,44,11,4,3,0,1,0.0333333333333333,216.65376816595204,-0.003771843139923063
2017-11-03,581,62,9468,1800,90,156,66,4,2017,44,11,4,3,0,1,0.0344444444444444,1274.3210155527115,-0.0013812067764294677
2017-11-04,582,49,7650,1800,90,0,0,5,2017,44,11,4,3,0,1,0.0272222222222222,-428.1362106716091,-0.0065479590497172155
2017-11-05,583,61,7086,1800,90,0,0,6,2017,44,11,4,3,0,0,0.0338888888888888,-166.6918636076307,0.0002902255872713755
2017-11-06,584,64,7494,1800,90,0,0,0,2017,45,11,4,3,0,0,0.0355555555555555,-365.1319461197602,0.0034847395380091205
2017-11-07,585,64,7638,1800,90,0,0,1,2017,45,11,4,3,0,0,0.0355555555555555,154.59976119731192,0.002613403933351498
2017-11-08,586,58,7128,1800,90,0,0,2,2017,45,11,4,3,0,0,0.0322222222222222,-188.4716673741168,0.00022312256245182824
2017-11-09,587,73,6360,1800,90,0,0,3,2017,45,11,4,3,0,0,0.0405555555555555,-721.0605175483314,0.004776538737862122
2017-11-10,588,68,6930,1800,90,0,0,4,2017,45,11,4,3,0,0,0.0377777777777777,-206.82184159014437,0.0039821202895567245
2017-11-11,589,64,7170,1800,90,0,0,5,2017,45,11,4,3,0,0,0.0355555555555555,113.57807504267625,0.0009014144511851709
2017-11-12,590,61,6360,1800,90,0,0,6,2017,45,11,4,3,0,0,0.0338888888888888,-282.406149321916,0.000946586473370605
2017-11-13,591,61,8610,1800,90,0,0,0,2017,46,11,4,3,0,0,0.0338888888888888,900.0109110230949,0.00228769979925851
2017-11-14,592,63,8322,1800,90,0,0,1,2017,46,11,4,3,0,0,0.035,633.7426183401687,0.0014532017446494102
2017-11-15,593,68,7206,1800,90,0,0,2,2017,46,11,4,3,0,0,0.0377777777777777,-258.7573816598315,0.0012824157502067137
2017-11-16,594,65,7182,1800,90,0,0,3,2017,46,11,4,3,0,0,0.0361111111111111,-60.20337469119015,-0.0013205218920455005
2017-11-17,595,73,6870,1800,90,0,0,4,2017,46,11,4,3,0,0,0.0405555555555555,86.32101555271345,0.0026774204075210696
2017-11-18,596,65,6294,1800,90,0,0,5,2017,46,11,4,3,0,0,0.0361111111111111,-228.4219249573229,-0.0012154707872489012
2017-11-19,597,67,5724,1800,90,0,0,6,2017,46,11,4,3,0,0,0.0372222222222222,-440.1204350362013,-0.001984703610555254
2017-11-20,598,70,6126,1800,90,0,0,0,2017,47,11,4,3,0,0,0.0388888888888888,-826.274803262618,-0.0018814384640737183
2017-11-21,599,70,7740,1800,90,0,0,1,2017,47,11,4,3,0,0,0.0388888888888888,867.7426183401687,-0.00028267591170837397
2017-11-22,600,62,7674,1800,90,0,0,2,2017,47,11,4,3,0,0,0.0344444444444444,878.6711897687401,-0.0026798529352054074
2017-11-23,601,59,6048,1800,90,0,0,3,2017,47,11,4,3,0,0,0.0327777777777777,-588.2033746911892,-0.005185637272492387
2017-11-24,602,60,6402,1800,90,0,0,4,2017,47,11,4,3,0,0,0.0333333333333333,-118.53612730442968,-0.004098998659665194
2017-11-25,603,52,6444,1800,90,0,0,5,2017,47,11,4,3,0,0,0.0288888888888888,117.0066464712478,-0.008624500793547695
2017-11-26,604,62,5532,1800,90,0,0,6,2017,47,11,4,3,0,0,0.0344444444444444,-152.12043503620225,-0.0028443307426706233
2017-11-27,605,72,6042,1800,90,0,0,0,2017,48,11,4,3,0,0,0.04,-816.8462318340473,-0.0007264237224564457
2017-11-28,606,70,7632,1800,90,0,0,1,2017,48,11,4,3,0,0,0.0388888888888888,546.3140469115972,-0.0004052386754985274
2017-11-29,607,67,6150,1800,90,0,0,2,2017,48,11,4,3,0,0,0.0372222222222222,-778.1859530884021,0.0008073963905442898
2017-11-30,608,67,7620,1800,90,0,0,3,2017,48,11,4,3,0,0,0.0372222222222222,712.0823395945246,0.002555401913349388
2017-12-01,609,69,8082,1800,90,0,0,4,2017,48,12,4,0,0,0,0.0383333333333333,1118.3210155527129,0.004858699103410229
2017-12-02,610,62,6030,1800,90,0,0,5,2017,48,12,4,0,0,0,0.0344444444444444,-866.1362106716091,0.002024635364961244
2017-12-03,611,66,6312,1800,90,0,0,6,2017,48,12,4,0,0,0,0.0366666666666666,-372.4061493219169,0.003408310103782477
2017-12-04,612,76,7158,1800,90,0,0,0,2017,49,12,4,0,0,0,0.0422222222222222,-381.4176604054758,0.004382774198480693
2017-12-05,613,71,8406,1800,90,0,0,1,2017,49,12,4,0,0,0,0.0394444444444444,1075.1711897687403,0.003272895351484095
2017-12-06,614,66,7644,1800,90,0,0,2,2017,49,12,4,0,0,0,0.0366666666666666,224.67118976874008,0.00275373046370727
2017-12-07,615,69,6954,1800,90,0,0,3,2017,49,12,4,0,0,0,0.0383333333333333,-344.7748032626186,0.0012241796864149133
2017-12-08,616,59,6714,1800,90,0,0,4,2017,49,12,4,0,0,0,0.0327777777777777,-338.82184159014525,-0.0030385211160883115
2017-12-09,617,57,7338,1800,90,0,0,5,2017,49,12,4,0,0,0,0.0316666666666666,578.1495036141047,-0.0027221237568561887
2017-12-10,618,66,6390,1800,90,0,0,6,2017,49,12,4,0,0,0,0.0366666666666666,225.87956496379772,4.6589929050738776e-05
2017-12-11,619,68,6162,1800,90,0,0,0,2017,50,12,4,0,0,0,0.0377777777777777,-884.5605175483327,-0.0005894656948330462
2017-12-12,620,67,7602,1800,90,0,0,1,2017,50,12,4,0,0,0,0.0372222222222222,734.0283326258843,-0.003822636925353541
2017-12-13,621,69,6450,1800,90,0,0,2,2017,50,12,4,0,0,0,0.0383333333333333,-359.90023880268745,-0.002704471514512495
2017-12-14,622,79,6480,1800,90,0,0,3,2017,50,12,4,0,0,0,0.0438888888888888,-51.63194611976171,-0.000828305811509368
2017-12-15,623,83,5556,1800,90,0,0,4,2017,50,12,4,0,0,0,0.0461111111111111,-862.5361273044297,0.000541425258039404
2017-12-16,624,74,7620,1800,90,0,0,5,2017,50,12,4,0,1,0,0.0411111111111111,1610.1495036141046,0.0003670304340198764
2017-12-17,625,75,5364,1800,90,0,0,6,2017,50,12,4,0,0,0,0.0416666666666666,-258.406149321916,0.0020868635246702287
2017-12-18,626,83,6096,1800,90,0,0,0,2017,51,12,4,0,0,0,0.0461111111111111,-665.1319461197611,0.00283039237096
2017-12-19,627,82,5988,1800,90,0,0,1,2017,51,12,4,0,0,0,0.0455555555555555,-975.1145245169736,0.0028362144065755025
2017-12-20,628,78,6714,1800,90,0,0,2,2017,51,12,4,0,0,0,0.0433333333333333,-83.90023880268836,0.0046452629478857775
2017-12-21,629,83,7800,1800,90,0,0,3,2017,51,12,4,0,0,1,0.0461111111111111,1206.653768165953,0.00660047497742243
2017-12-22,630,81,7062,1800,90,0,0,4,2017,51,12,4,0,0,1,0.045,344.32101555271254,0.006010825995984147
2017-12-23,631,65,7152,1800,90,0,0,5,2017,51,12,4,0,0,1,0.0361111111111111,637.2923607569616,0.0018338606171866504
2017-12-24,632,57,4854,1800,90,0,0,6,2017,51,12,4,0,0,1,0.0316666666666666,-1213.2632921790591,0.0007701551542275958
2017-12-25,633,60,7692,1800,90,0,0,0,2017,52,12,4,0,1,1,0.0333333333333333,792.0109110230949,-0.00017368611696003296
2017-12-26,634,62,5814,1800,90,0,0,1,2017,52,12,4,0,0,1,0.0344444444444444,-1134.543095945546,-0.0028559740285197463
2017-12-27,635,76,6558,1800,90,0,0,2,2017,52,12,4,0,0,1,0.0422222222222222,-189.32881023125992,-0.004576945137463196
2017-12-28,636,81,6978,1800,90,0,0,3,2017,52,12,4,0,0,1,0.045,354.6537681659529,-0.006435734267150144
2017-12-29,637,75,7494,1800,90,0,0,4,2017,52,12,4,0,0,1,0.0416666666666666,786.6067298384272,-0.009585853723728797
2017-12-30,638,71,6432,1800,90,0,0,5,2017,52,12,4,0,0,1,0.0394444444444444,-298.70763924303753,-0.009534258848816549
2017-12-31,639,71,4908,1800,90,0,0,6,2017,52,12,4,0,0,1,0.0394444444444444,-1386.406149321915,-0.001901011750409791
2018-01-01,640,64,9006,1900,90,0,0,0,2018,1,1,1,0,1,1,0.0336842105263157,1793.1537681659536,-0.0020498376830900104
2018-01-02,641,75,7224,1900,90,0,0,1,2018,1,1,1,0,0,1,0.0394736842105263,-110.25738165983029,-0.0019290899367431502
2018-01-03,642,74,6480,1900,90,0,0,2,2018,1,1,1,0,0,0,0.0389473684210526,-909.32881023126,-0.0033138485025102915
2018-01-04,643,80,6756,1900,90,0,0,3,2018,1,1,1,0,0,0,0.0421052631578947,-868.4890889769048,-0.0022991697158309954
2018-01-05,644,80,8436,1900,90,0,0,4,2018,1,1,1,0,0,0,0.0421052631578947,1000.0353012669988,-0.0023214400034221178
2018-01-06,645,76,7506,1900,90,0,0,5,2018,1,1,1,0,0,0,0.04,108.43521789982026,-0.0020184703175905316
2018-01-07,646,81,7476,1900,90,0,0,6,2018,1,1,1,0,0,0,0.0426315789473684,220.73670782094177,-0.003522817406101525
2018-01-08,647,90,8412,1900,90,0,0,0,2018,2,1,1,0,0,0,0.0473684210526315,195.43948245166823,-0.003144267283817566
2018-01-09,648,83,8202,1900,90,0,0,1,2018,2,1,1,0,0,0,0.0436842105263157,150.31404691159815,-0.005302211499715919
2018-01-10,649,82,8460,1900,90,0,0,2,2018,2,1,1,0,0,0,0.0431578947368421,630.0997611973116,-0.0031108005926469666
2018-01-11,650,80,6834,1900,90,0,0,3,2018,2,1,1,0,0,0,0.0421052631578947,-761.346231834047,-0.0017176706417961728
2018-01-12,651,82,7374,1900,90,0,0,4,2018,2,1,1,0,0,0,0.0431578947368421,112.03530126699876,0.003803051658178869
2018-01-13,652,73,6642,1900,90,0,0,5,2018,2,1,1,0,0,0,0.0384210526315789,-418.70763924303753,0.0036603917583621325
2018-01-14,653,84,6756,1900,90,0,0,6,2018,2,1,1,0,0,0,0.0442105263157894,508.7367078209418,0.005997796511178899
2018-01-15,654,90,6804,1900,90,0,0,0,2018,3,1,1,0,0,0,0.0473684210526315,-564.8462318340464,0.006476494599402418
2018-01-16,655,90,8040,1900,90,0,0,1,2018,3,1,1,0,0,0,0.0473684210526315,582.3140469115972,0.005097162236801036
2018-01-17,656,83,5742,1900,90,0,0,2,2018,3,1,1,0,0,0,0.0436842105263157,-1498.185953088402,0.004921327807860065
2018-01-18,657,86,8034,1900,90,0,0,3,2018,3,1,1,0,0,0,0.0452631578947368,910.0823395945246,0.006252125928598397
2018-01-19,658,93,8088,1900,90,0,0,4,2018,3,1,1,0,0,0,0.0489473684210526,1252.0353012669989,0.0066830673029852055
2018-01-20,659,78,5808,1900,90,0,0,5,2018,3,1,1,0,0,0,0.0410526315789473,-535.279067814466,0.0007677589542190929
2018-01-21,660,85,6864,1900,90,0,0,6,2018,3,1,1,0,0,0,0.0447368421052631,839.593850678084,0.003699911387410583
2018-01-22,661,75,5514,1900,90,0,0,0,2018,4,1,1,0,0,0,0.0394736842105263,-1074.8462318340464,0.000495977566826379
2018-01-23,662,66,5838,1900,90,0,0,1,2018,4,1,1,0,0,0,0.0347368421052631,-527.6859530884028,-0.003265059796929537
2018-01-24,663,69,6486,1900,90,0,0,2,2018,4,1,1,0,0,0,0.0363157894736842,67.81404691159696,-0.0019299357929900458
2018-01-25,664,68,5334,1900,90,0,0,3,2018,4,1,1,0,0,0,0.0357894736842105,-884.7748032626185,-0.0005325247257032123
2018-01-26,665,65,6618,1900,90,0,0,4,2018,4,1,1,0,0,0,0.0342105263157894,231.17815840985477,-0.0038368892496911562
2018-01-27,666,65,6864,1900,90,0,0,5,2018,4,1,1,0,0,0,0.0342105263157894,705.86378932839,-0.005792709164775676
2018-01-28,667,73,6390,1900,90,0,0,6,2018,4,1,1,0,0,0,0.0384210526315789,663.8795649637987,-0.000658642127722927
2018-01-29,668,80,7416,1900,90,0,0,0,2018,5,1,1,0,0,0,0.0421052631578947,301.725196737382,0.0006012407247211159
2018-01-30,669,81,5484,1900,90,0,0,1,2018,5,1,1,0,0,0,0.0426315789473684,-1805.685953088402,3.835520040804119e-05
2018-01-31,670,84,6438,1900,90,0,0,2,2018,5,1,1,0,0,0,0.0442105263157894,-1003.6145245169736,0.0038824938171620905
2018-02-01,671,70,8400,1900,90,0,0,3,2018,5,2,1,0,0,0,0.0368421052631578,904.9394824516668,0.002418342571467962
2018-02-02,672,77,7938,1900,90,0,0,4,2018,5,2,1,0,0,0,0.0405263157894736,527.7495869812841,0.003713393252158418
2018-02-03,673,63,8616,1900,90,0,0,5,2018,5,2,1,0,0,0,0.0331578947368421,1107.86378932839,-0.0010695162105932784
2018-02-04,674,71,7686,1900,90,0,0,6,2018,5,2,1,0,0,0,0.0373684210526315,528.4509935352262,0.0038274731066428556
2018-02-05,675,70,7548,1900,90,0,0,0,2018,6,2,1,0,0,1,0.0368421052631578,-497.131946119762,0.0024752670475790012
2018-02-06,676,69,7416,1900,90,0,0,1,2018,6,2,1,0,0,1,0.0363157894736842,-669.1145245169744,-0.0005489824022609953
2018-02-07,677,69,6960,1900,90,0,0,2,2018,6,2,1,0,0,1,0.0363157894736842,-940.185953088403,-0.001094232177249091
2018-02-08,678,73,7962,1900,90,0,0,3,2018,6,2,1,0,0,1,0.0384210526315789,347.79662530881166,-0.001427619701929745
2018-02-09,679,66,8310,1900,90,0,0,4,2018,6,2,1,0,0,1,0.0347368421052631,938.3210155527134,-0.0018780511121770857
2018-02-10,680,56,8010,1900,90,0,0,5,2018,6,2,1,0,0,1,0.0294736842105263,817.2923607569625,-0.006154639036459948
2018-02-11,681,66,6606,1900,90,0,0,6,2018,6,2,1,0,0,0,0.0347368421052631,-172.6918636076307,-0.0023976518868777316
2018-02-12,682,75,6576,1900,90,0,0,0,2018,7,2,1,0,0,0,0.0394736842105263,-1040.5605175483329,0.0011055736763588668
2018-02-13,683,58,7410,1900,90,0,0,1,2018,7,2,1,0,0,0,0.0305263157894736,155.45690405445413,-0.004452724432598748
2018-02-14,684,64,7038,1900,90,0,0,2,2018,7,2,1,0,0,0,0.0336842105263157,-86.4716673741159,-0.0011741432091937672
2018-02-15,685,60,7176,1900,90,0,0,3,2018,7,2,1,0,0,0,0.031578947368421,86.36805388023829,-0.0033132594661266918
2018-02-16,686,75,5868,1900,90,0,0,4,2018,7,2,1,0,0,0,0.0394736842105263,-1332.2504130187158,-0.001303106835018962
2018-02-17,687,64,7788,1900,90,0,0,5,2018,7,2,1,0,0,0,0.0336842105263157,870.4352178998193,-0.0030785378918445315
2018-02-18,688,65,7284,1900,90,0,0,6,2018,7,2,1,0,0,0,0.0342105263157894,542.1652792495124,0.00022898857945059976
2018-02-19,689,67,8076,1900,90,0,0,0,2018,8,2,1,0,0,0,0.0352631578947368,558.0109110230958,0.00020662875832914637
2018-02-20,690,67,6678,1900,90,0,0,1,2018,8,2,1,0,0,0,0.0352631578947368,-1221.9716673741166,-0.0006128928498815162
2018-02-21,691,75,8784,1900,90,0,0,2,2018,8,2,1,0,0,0,0.0394736842105263,1256.67118976874,0.001233828102378258
2018-02-22,692,68,5958,1900,90,0,0,3,2018,8,2,1,0,0,0,0.0357894736842105,-1201.9176604054755,-0.0011497194045841548
2018-02-23,693,71,8634,1900,90,0,0,4,2018,8,2,1,0,0,0,0.0373684210526315,1864.89244412414,0.00020124732192857223
2018-02-24,694,71,5868,1900,90,0,0,5,2018,8,2,1,0,0,0,0.0373684210526315,-989.5647821001816,-0.0014522861895293476
2018-02-25,695,79,5634,1900,90,0,0,6,2018,8,2,1,0,0,0,0.041578947368421,-812.1204350362013,0.0025941982057187916
2018-02-26,696,79,6066,1900,90,0,0,0,2018,9,2,1,0,0,0,0.041578947368421,-1929.4176604054749,0.0025941322336438255
2018-02-27,697,80,8544,1900,90,0,0,1,2018,9,2,1,0,0,0,0.0421052631578947,537.7426183401687,0.002584808965764209
2018-02-28,698,85,8880,1900,90,0,0,2,2018,9,2,1,0,0,0,0.0447368421052631,670.3854754830254,0.004728361844738441
2018-03-01,699,78,10152,1900,90,209,119,3,2018,9,3,1,1,0,0,0.0410526315789473,1771.510911023095,0.0034331226724052307
2018-03-02,700,80,8802,1900,90,0,0,4,2018,9,3,1,1,0,0,0.0421052631578947,22.03530126699787,0.0036804449130053776
2018-03-03,701,72,7980,1900,90,0,0,5,2018,9,3,1,1,0,0,0.0378947368421052,-602.1362106716091,0.0027025502704091237
