date,Unnamed: 0,n_sick,calls,n_duty,n_sby,sby_need,dafted,weekday,year,calendarweek,month,quarter,season,Feiertage,schulferien,Sick-ratio,Residuals_calls,Residuals_Sick-ratio
2017-01-15,289,53,4074,1800,90,0,0,6,2017,2,1,1,0,0,0,0.0294444444444444,-834.4061493219169,-0.006172793137802503
2017-01-16,290,58,6300,1800,90,0,0,0,2017,3,1,1,0,0,0,0.0322222222222222,652.2966253088096,-0.004793460775201121
2017-01-17,291,52,6948,1800,90,0,0,1,2017,3,1,1,0,0,0,0.0288888888888888,1117.1711897687403,-0.0046176263462601504
2017-01-18,292,50,4920,1800,90,0,0,2,2017,3,1,1,0,0,0,0.0277777777777777,-944.4716673741168,-0.005948424466998482
2017-01-19,293,55,4938,1800,90,0,0,3,2017,3,1,1,0,0,0,0.0305555555555555,-1158.2033746911902,-0.006379365841385291
2017-01-20,294,62,6870,1800,90,0,0,4,2017,3,1,1,0,0,0,0.0344444444444444,742.0353012669979,-0.00046405749261917856
2017-01-21,295,58,5592,1800,90,0,0,5,2017,3,1,1,0,0,0,0.0322222222222222,-136.70763924303753,-0.0033962099258106684
2017-01-22,296,60,6618,1800,90,0,0,6,2017,3,1,1,0,0,0,0.0333333333333333,1323.0224221066555,-0.0001922761052264647
2017-01-23,297,65,7248,1800,90,0,0,0,2017,4,1,1,0,0,0,0.0361111111111111,966.0109110230958,0.0035687612585294515
2017-01-24,298,63,5400,1800,90,0,0,1,2017,4,1,1,0,0,0,0.035,-791.685953088401,0.0022336372545899603
2017-01-25,299,57,4860,1800,90,0,0,2,2017,4,1,1,0,0,0,0.0316666666666666,-1211.9002388026884,0.0008362261873031268
2017-01-26,300,66,5196,1800,90,0,0,3,2017,4,1,1,0,0,0,0.0366666666666666,-619.0605175483323,0.004140590711291071
2017-01-27,301,73,6330,1800,90,0,0,4,2017,4,1,1,0,0,0,0.0405555555555555,623.7495869812841,0.00609641062637559
2017-01-28,302,62,5442,1800,90,0,0,5,2017,4,1,1,0,0,0,0.0344444444444444,-158.1362106716091,0.0009623435893228413
2017-01-29,303,64,5742,1800,90,0,0,6,2017,4,1,1,0,0,0,0.0355555555555555,291.87956496379775,-0.00029753926312120135
2017-01-30,304,67,7212,1800,90,0,0,0,2017,5,1,1,0,0,1,0.0372222222222222,290.5823395945242,0.0002653462611918733
2017-01-31,305,56,5904,1800,90,0,0,1,2017,5,1,1,0,0,1,0.0311111111111111,-1170.543095945546,-0.003578792355562176
2017-02-01,306,48,6786,1800,90,0,0,2,2017,5,2,1,0,0,1,0.0266666666666666,-365.04309594554616,-0.0021146411098680474
2017-02-02,307,50,8844,1800,90,19,0,3,2017,5,2,1,0,0,1,0.0277777777777777,1802.3680538802391,-0.0034096917905585035
2017-02-03,308,54,7494,1800,90,0,0,4,2017,5,2,1,0,0,1,0.03,322.892444124141,0.001373217672193193
2017-02-04,309,44,6666,1800,90,0,0,5,2017,5,2,1,0,0,1,0.0244444444444444,-454.70763924303753,-0.003523771645042941
2017-02-05,310,48,5898,1800,90,0,0,6,2017,5,2,1,0,0,0,0.0266666666666666,-1065.8347207504876,-0.0021715655859790867
2017-02-06,311,58,8844,1800,90,27,0,0,2017,6,2,1,0,0,0,0.0322222222222222,1307.1537681659545,0.0008526838638609098
2017-02-07,312,60,6798,1800,90,0,0,1,2017,6,2,1,0,0,0,0.0333333333333333,-659.6859530884019,0.0013979336388490055
2017-02-08,313,65,8664,1800,90,0,0,2,2017,6,2,1,0,0,0,0.0361111111111111,1165.814046911598,0.0017313211635296595
2017-02-09,314,60,6204,1800,90,0,0,3,2017,6,2,1,0,0,0,0.0333333333333333,-1376.7748032626178,0.002181752573777
2017-02-10,315,66,7032,1800,90,0,0,4,2017,6,2,1,0,0,0,0.0366666666666666,0.6067298384272206,0.006458340498059862
2017-02-11,316,62,7638,1800,90,0,0,5,2017,6,2,1,0,0,0,0.0344444444444444,782.1495036141056,0.002701353348477646
2017-02-12,317,58,7398,1800,90,0,0,6,2017,6,2,1,0,0,0,0.0322222222222222,1366.7367078209418,-0.0008018722147589523
2017-02-13,318,62,5724,1800,90,0,0,0,2017,7,2,1,0,0,0,0.0344444444444444,-1487.131946119761,0.004756425894198663
2017-02-14,319,56,6816,1800,90,0,0,1,2017,7,2,1,0,0,0,0.0311111111111111,-416.2573816598321,0.0014778446707936817
2017-02-15,320,60,5868,1800,90,0,0,2,2017,7,2,1,0,0,0,0.0333333333333333,-1241.0430959455462,0.0036169609277266063
2017-02-16,321,67,7812,1800,90,0,0,3,2017,7,2,1,0,0,0,0.0372222222222222,1138.939482451667,0.0016068082966188765
2017-02-17,322,63,7272,1800,90,0,0,4,2017,7,2,1,0,0,0,0.035,689.7495869812841,0.003382239353444446
2017-02-18,323,52,7464,1800,90,0,0,5,2017,7,2,1,0,0,0,0.0288888888888888,1202.1495036141046,7.471288214931475e-05
2017-02-19,324,54,5268,1800,90,0,0,6,2017,7,2,1,0,0,0,0.03,-738.4061493219169,9.707270327076814e-05
2017-02-20,325,57,5814,1800,90,0,0,0,2017,8,2,1,0,0,0,0.0316666666666666,-1181.9890889769042,0.0009165943114814307
2017-02-21,326,58,5820,1800,90,0,0,1,2017,8,2,1,0,0,0,0.0322222222222222,-1080.543095945545,-0.0009301266407783434
2017-02-22,327,60,7056,1800,90,0,0,2,2017,8,2,1,0,0,0,0.0333333333333333,550.3854754830263,0.0014534208661840693
2017-02-23,328,58,8088,1800,90,0,0,3,2017,8,2,1,0,0,0,0.0322222222222222,1610.3680538802382,0.00010245413967134229
2017-02-24,329,64,6696,1800,90,0,0,4,2017,8,2,1,0,0,0,0.0355555555555555,178.03530126699877,0.0017559876511292621
2017-02-25,330,57,5388,1800,90,0,0,5,2017,8,2,1,0,0,0,0.0316666666666666,-1168.7076392430386,-0.002290496744118877
2017-02-26,331,57,5994,1800,90,0,0,6,2017,8,2,1,0,0,0,0.0316666666666666,-568.6918636076307,-0.002290430772043911
2017-02-27,332,58,6822,1800,90,0,0,0,2017,9,2,1,0,0,0,0.0322222222222222,-856.274803262618,-0.0022811075041642946
2017-02-28,333,55,7338,1800,90,0,0,1,2017,9,2,1,0,0,0,0.0305555555555555,-601.400238802689,-0.0044246603831385265
2017-03-01,334,53,10074,1800,90,268,178,2,2017,9,3,1,1,0,0,0.0294444444444444,2054.67118976874,-0.003129421210805316
2017-03-02,335,54,9246,1800,90,104,14,3,2017,9,3,1,1,0,0,0.03,1316.3680538802382,-0.003376743451405463
2017-03-03,336,50,8616,1800,90,0,0,4,2017,9,3,1,1,0,0,0.0277777777777777,526.035301266997,-0.002398848808809209
2017-03-04,337,47,6636,1800,90,0,0,5,2017,9,3,1,1,0,0,0.0261111111111111,-1220.1362106716092,-0.003751481330214773
2017-03-05,338,58,6288,1800,90,0,0,6,2017,9,3,1,1,0,0,0.0322222222222222,-946.6918636076308,-0.0017434115317594492
2017-03-06,339,61,8670,1800,90,0,0,0,2017,10,3,1,1,0,0,0.0338888888888888,516.0109110230949,0.0014574663680666164
2017-03-07,340,56,6948,1800,90,0,0,1,2017,10,3,1,1,0,0,0.0311111111111111,-1128.543095945545,-0.0017712611719760529
2017-03-08,341,52,8700,1800,90,0,0,2,2017,10,3,1,1,0,0,0.0288888888888888,591.5283326258832,-0.003943900667572437
2017-03-09,342,55,9030,1800,90,61,0,3,2017,10,3,1,1,0,0,0.0305555555555555,1013.79662530881,-0.004977044566804792
2017-03-10,343,61,8166,1800,90,0,0,4,2017,10,3,1,1,0,0,0.0338888888888888,610.0353012669988,-0.00043583322526268367
2017-03-11,344,57,7548,1800,90,0,0,5,2017,10,3,1,1,0,0,0.0316666666666666,135.86378932839,0.0005405864702290875
2017-03-12,345,61,6564,1800,90,0,0,6,2017,10,3,1,1,0,0,0.0338888888888888,-278.12043503620225,0.0016388377390134518
2017-03-13,346,66,6174,1800,90,0,0,0,2017,11,3,1,1,0,0,0.0366666666666666,-1319.9890889769042,0.00301042309509773
2017-03-14,347,57,7188,1800,90,0,0,1,2017,11,3,1,1,0,0,0.0316666666666666,56.02833262588348,-0.0021162503572680486
2017-03-15,348,60,7686,1800,90,0,0,2,2017,11,3,1,1,0,0,0.0333333333333333,642.0997611973125,-0.0028734943267135424
2017-03-16,349,61,6942,1800,90,0,0,3,2017,11,3,1,1,0,0,0.0338888888888888,100.93948245166672,-0.0020673179268097287
2017-03-17,350,60,5724,1800,90,0,0,4,2017,11,3,1,1,0,0,0.0333333333333333,-1057.964698733002,0.0002829113261508219
2017-03-18,351,54,7620,1800,90,0,0,5,2017,11,3,1,1,0,0,0.03,849.8637893283909,-0.0018984411956317372
2017-03-19,352,58,6066,1800,90,0,0,6,2017,11,3,1,1,0,0,0.0322222222222222,-382.6918636076298,-0.0013093718259949427
2017-03-20,353,59,6486,1800,90,0,0,0,2017,12,3,1,1,0,0,0.0327777777777777,-945.4176604054747,-0.004178773035168854
2017-03-21,354,58,8352,1800,90,0,0,1,2017,12,3,1,1,0,0,0.0322222222222222,763.1711897687421,-0.006028816152632108
2017-03-22,355,57,8412,1800,90,0,0,2,2017,12,3,1,1,0,0,0.0316666666666666,1062.0997611973123,-0.004726025533861186
2017-03-23,356,56,7170,1800,90,0,0,3,2017,12,3,1,1,0,0,0.0311111111111111,-146.7748032626186,-0.008167329236308243
2017-03-24,357,53,6918,1800,90,0,0,4,2017,12,3,1,1,0,0,0.0294444444444444,-633.6789844472866,-0.004815888924543059
2017-03-25,358,48,6636,1800,90,0,0,5,2017,12,3,1,1,0,0,0.0266666666666666,-785.5647821001797,-0.005946949519893911
2017-03-26,359,48,6756,1800,90,0,0,6,2017,12,3,1,1,0,0,0.0266666666666666,-197.5490064647729,-0.003589409147340206
2017-03-27,360,56,8856,1800,90,28,0,0,2017,13,3,1,1,0,0,0.0311111111111111,872.5823395945242,-0.00031602558098402754
2017-03-28,361,56,8688,1800,90,0,0,1,2017,13,3,1,1,0,0,0.0311111111111111,506.8854754830257,-3.5187170157104444e-05
2017-03-29,362,59,8112,1800,90,0,0,2,2017,13,3,1,1,0,0,0.0327777777777777,-419.04309594554616,-0.002326479798720218
2017-03-30,363,58,7728,1800,90,0,0,3,2017,13,3,1,1,0,0,0.0322222222222222,-653.3462318340461,-0.004666723706905879
2017-03-31,364,58,8394,1800,90,0,0,4,2017,13,3,1,1,0,0,0.0322222222222222,-71.39327016157279,-0.0001755568965143492
2017-04-01,365,45,9774,1800,90,200,110,5,2017,13,4,2,1,0,0,0.025,1395.8637893283908,-0.0016517362651615672
2017-04-02,366,45,6630,1800,90,0,0,6,2017,13,4,2,1,0,0,0.025,-1274.1204350362032,-6.596078698183246e-05
2017-04-03,367,49,10170,1800,90,283,193,0,2017,14,4,2,1,0,0,0.0272222222222222,1379.153768165953,-0.0007955506762901323
2017-04-04,368,52,9324,1800,90,117,27,1,2017,14,4,2,1,0,0,0.0288888888888888,464.0283326258835,0.0008279678972050574
2017-04-05,369,48,7770,1800,90,0,0,2,2017,14,4,2,1,0,0,0.0266666666666666,-858.7573816598306,-0.0010831912792749216
2017-04-06,370,43,7284,1800,90,0,0,3,2017,14,4,2,1,0,0,0.0238888888888888,-1135.0605175483342,-0.002996082222722747
2017-04-07,371,38,8970,1800,90,32,0,4,2017,14,4,2,1,0,0,0.0211111111111111,778.892444124141,-0.004666031000118798
2017-04-08,372,44,8844,1800,90,13,0,5,2017,14,4,2,1,0,0,0.0244444444444444,1025.578075042676,-0.003519997099896831
2017-04-09,373,41,6084,1800,90,0,0,6,2017,14,4,2,1,0,0,0.0227777777777777,-1408.6918636076307,-0.005415372457441966
2017-04-10,374,45,9300,1800,90,105,15,0,2017,15,4,2,1,0,1,0.025,989.1537681659528,-0.0022083897845361737
2017-04-11,375,46,7962,1800,90,0,0,1,2017,15,4,2,1,0,1,0.0255555555555555,-228.54309594554587,-0.0029784888840173624
2017-04-12,376,46,8466,1800,90,0,0,2,2017,15,4,2,1,0,1,0.0255555555555555,654.9569040544557,-0.0037631795927930752
2017-04-13,377,55,6360,1800,90,0,0,3,2017,15,4,2,1,0,1,0.0305555555555555,-1462.489088976903,-0.000998358259308942
2017-04-14,378,53,8220,1800,90,0,0,4,2017,15,4,2,1,1,1,0.0294444444444444,537.1781584098557,0.0005521457202208851
2017-04-15,379,53,6876,1800,90,0,0,5,2017,15,4,2,1,0,1,0.0294444444444444,-624.4219249573238,0.00031873180671026895
2017-04-16,380,54,7086,1800,90,0,0,6,2017,15,4,2,1,0,1,0.03,-4.691863607630694,0.001921195863710156
2017-04-17,381,59,9048,1800,90,69,0,0,2017,16,4,2,1,1,1,0.0327777777777777,770.5823395945251,0.004355831674294838
2017-04-18,382,60,7932,1800,90,0,0,1,2017,16,4,2,1,0,1,0.0333333333333333,-357.9716673741165,0.0025277289840479333
2017-04-19,383,67,8574,1800,90,0,0,2,2017,16,4,2,1,0,1,0.0372222222222222,153.5283326258832,0.004465571508705
2017-04-20,384,72,8016,1800,90,0,0,3,2017,16,4,2,1,0,1,0.04,-288.20337469118925,0.006641403581500463
2017-04-21,385,69,8400,1800,90,0,0,4,2017,16,4,2,1,0,1,0.0383333333333333,322.8924441241419,0.006842540657335326
2017-04-22,386,61,8478,1800,90,0,0,5,2017,16,4,2,1,0,1,0.0338888888888888,519.0066464712487,0.004347349550371046
2017-04-23,387,71,7194,1800,90,0,0,6,2017,16,4,2,1,0,0,0.0394444444444444,-382.6918636076289,0.007377663718816582
2017-04-24,388,68,8184,1800,90,0,0,0,2017,17,4,2,1,0,0,0.0377777777777777,-250.27480326261707,0.007851717844191818
2017-04-25,389,69,8352,1800,90,0,0,1,2017,17,4,2,1,0,0,0.0383333333333333,98.02833262588348,0.007340446043955258
2017-04-26,390,61,8874,1800,90,36,0,2,2017,17,4,2,1,0,0,0.0338888888888888,1005.5283326258832,0.004313807462543362
2017-04-27,391,61,7368,1800,90,0,0,3,2017,17,4,2,1,0,0,0.0338888888888888,-338.7748032626186,0.005090411879844983
2017-04-28,392,63,7230,1800,90,0,0,4,2017,17,4,2,1,0,0,0.035,-663.6789844472866,0.005903319787540677
2017-04-29,393,59,6468,1800,90,0,0,5,2017,17,4,2,1,0,0,0.0327777777777777,-1250.9933535287514,0.004543517515273871
2017-04-30,394,62,6984,1800,90,0,0,6,2017,17,4,2,1,0,0,0.0344444444444444,-477.8347207504876,0.00398727632136784
2017-05-01,395,64,10218,1800,90,308,218,0,2017,18,5,2,1,1,0,0.0355555555555555,1489.725196737382,0.0032362926306072314
2017-05-02,396,69,8376,1800,90,0,0,1,2017,18,5,2,1,0,0,0.0383333333333333,-326.2573816598303,0.0022778432571063205
2017-05-03,397,65,10050,1800,90,275,185,2,2017,18,5,2,1,0,0,0.0361111111111111,1045.814046911597,0.0001352351924914125
2017-05-04,398,64,9582,1800,90,181,91,3,2017,18,5,2,1,0,0,0.0355555555555555,712.0823395945246,0.00039970546029085066
2017-05-05,399,63,7140,1800,90,0,0,4,2017,18,5,2,1,0,0,0.035,-1397.393270161573,0.0014437771625118272
2017-05-06,400,54,9270,1800,90,108,18,5,2017,18,5,2,1,0,0,0.03,758.1495036141047,-0.0012920918546456342
2017-05-07,401,61,6966,1800,90,0,0,6,2017,18,5,2,1,0,0,0.0338888888888888,-980.1204350362032,0.0011777683316783333
2017-05-08,402,59,8616,1800,90,0,0,0,2017,19,5,2,1,0,0,0.0327777777777777,-177.41766040547486,0.004555547994372506
2017-05-09,403,54,9444,1800,90,143,53,1,2017,19,5,2,1,0,0,0.03,338.0283326258835,0.0036825890054417304
2017-05-10,404,55,9066,1800,90,69,0,2,2017,19,5,2,1,0,0,0.0305555555555555,252.09976119731252,0.003959834294328708
2017-05-11,405,55,8862,1800,90,28,0,3,2017,19,5,2,1,0,0,0.0305555555555555,-52.489088976903005,0.0034143112064585965
2017-05-12,406,55,9420,1800,90,139,49,4,2017,19,5,2,1,0,0,0.0305555555555555,660.6067298384272,0.004977335743358192
2017-05-13,407,54,7914,1800,90,0,0,5,2017,19,5,2,1,0,0,0.03,-486.42192495732286,0.0028542766182421773
2017-05-14,408,65,8592,1800,90,0,0,6,2017,19,5,2,1,0,0,0.0361111111111111,929.5938506780848,0.004064409457727399
2017-05-15,409,77,8256,1800,90,0,0,0,2017,20,5,2,1,0,0,0.0427777777777777,-125.1319461197602,0.007388996778837014
2017-05-16,410,70,8178,1800,90,0,0,1,2017,20,5,2,1,0,0,0.0388888888888888,49.17118976874036,0.0062288519230095825
2017-05-17,411,70,6876,1800,90,0,0,2,2017,20,5,2,1,0,0,0.0388888888888888,-957.328810231259,0.004645559822223099
2017-05-18,412,62,7242,1800,90,0,0,3,2017,20,5,2,1,0,0,0.0344444444444444,-98.77480326261768,0.0019034776492914407
2017-05-19,413,55,7746,1800,90,0,0,4,2017,20,5,2,1,0,0,0.0305555555555555,436.03530126699786,-0.0013667180521566378
2017-05-20,414,45,6534,1800,90,0,0,5,2017,20,5,2,1,0,0,0.025,-801.8504963858935,-0.005454295981670146
2017-05-21,415,48,6066,1800,90,0,0,6,2017,20,5,2,1,0,0,0.0266666666666666,-1025.549006464772,-0.0046119527478133086
2017-05-22,416,61,8766,1800,90,15,0,0,2017,21,5,2,1,0,0,0.0338888888888888,794.5823395945251,-0.002308200821664337
2017-05-23,417,54,9606,1800,90,176,86,1,2017,21,5,2,1,0,0,0.03,1745.456904054454,-0.003461399760456372
2017-05-24,418,51,8142,1800,90,0,0,2,2017,21,5,2,1,0,0,0.0283333333333333,271.81404691159787,-0.006914781064912778
2017-05-25,419,52,6750,1800,90,0,0,3,2017,21,5,2,1,1,0,0.0288888888888888,-1341.6319461197618,-0.009773245046516025
2017-05-26,420,58,7062,1800,90,0,0,4,2017,21,5,2,1,0,0,0.0322222222222222,-832.5361273044306,-0.004668575637295919
2017-05-27,421,51,7290,1800,90,0,0,5,2017,21,5,2,1,0,0,0.0283333333333333,-68.13621067160909,-0.006314416333584098
2017-05-28,422,58,8538,1800,90,0,0,6,2017,21,5,2,1,0,0,0.0322222222222222,1440.450993535227,-0.002253177754999558
2017-05-29,423,57,8112,1800,90,0,0,0,2017,22,5,2,1,0,0,0.0316666666666666,-518.5605175483336,0.00010181091194043368
2017-05-30,424,55,7098,1800,90,0,0,1,2017,22,5,2,1,0,0,0.0305555555555555,-1916.2573816598303,7.22224363194409e-05
2017-05-31,425,52,9294,1800,90,111,21,2,2017,22,5,2,1,0,0,0.0288888888888888,377.24261834016943,-0.0004993761141798333
2017-06-01,426,54,10830,1800,90,420,330,3,2017,22,6,2,2,0,0,0.03,2102.36805388024,0.0003224521605090895
2017-06-02,427,57,9840,1800,90,225,135,4,2017,22,6,2,2,0,0,0.0316666666666666,964.0353012669996,0.0027162701058559002
2017-06-03,428,56,7296,1800,90,0,0,5,2017,22,6,2,2,0,0,0.0311111111111111,-1568.9933535287523,-0.000456588511275122
2017-06-04,429,48,8136,1800,90,0,0,6,2017,22,6,2,2,0,0,0.0266666666666666,-351.8347207504876,-0.005047981040408907
2017-06-05,430,56,9876,1800,90,232,142,0,2017,23,6,2,2,1,0,0.0311111111111111,672.8680538802389,-0.00046703094828356474
2017-06-06,431,61,8268,1800,90,0,0,1,2017,23,6,2,2,0,0,0.0338888888888888,-505.4002388026872,-0.0006635829649085656
2017-06-07,432,58,9630,1800,90,184,94,2,2017,23,6,2,2,0,0,0.0322222222222222,666.9569040544557,-0.0015011008127109524
2017-06-08,433,54,9186,1800,90,92,2,3,2017,23,6,2,2,0,0,0.03,400.9394824516676,-0.002875511187290968
2017-06-09,434,56,6924,1800,90,0,0,4,2017,23,6,2,2,0,0,0.0311111111111111,-1657.107555875857,-0.0025719359720570902
2017-06-10,435,54,9312,1800,90,117,27,5,2017,23,6,2,2,0,0,0.03,682.720932185534,-0.00600970310005703
2017-06-11,436,54,7812,1800,90,0,0,6,2017,23,6,2,2,0,0,0.03,-212.9775778933445,-0.002844414778527992
2017-06-12,437,56,9174,1800,90,91,1,0,2017,24,6,2,2,0,0,0.0311111111111111,446.58233959452514,-0.0007016182222703091
2017-06-13,438,56,9852,1800,90,227,137,1,2017,24,6,2,2,0,0,0.0311111111111111,1022.8854754830264,-0.0027839607964064376
2017-06-14,439,55,8376,1800,90,0,0,2,2017,24,6,2,2,0,0,0.0305555555555555,-109.61452451697367,-0.002512832061326733
2017-06-15,440,45,7452,1800,90,0,0,3,2017,24,6,2,2,0,0,0.025,-720.2033746911892,-0.007134463362248912
2017-06-16,441,50,7728,1800,90,0,0,4,2017,24,6,2,2,0,0,0.0277777777777777,-225.67898444728743,-0.004974115877905565
2017-06-17,442,52,7596,1800,90,0,0,5,2017,24,6,2,2,0,0,0.0288888888888888,15.0066464712487,-0.006263497672440209
2017-06-18,443,64,6540,1800,90,0,0,6,2017,24,6,2,2,0,0,0.0355555555555555,-689.5490064647738,-0.0021411430348389562
2017-06-19,444,63,8370,1800,90,0,0,0,2017,25,6,2,2,0,0,0.035,26.582339594525138,-0.002164362849080406
2017-06-20,445,59,8490,1800,90,0,0,1,2017,25,6,2,2,0,0,0.0327777777777777,272.0283326258844,-0.004594821213632701
2017-06-21,446,60,8892,1800,90,39,0,2,2017,25,6,2,2,0,0,0.0333333333333333,762.9569040544557,-0.004326175855946225
2017-06-22,447,53,8598,1800,90,0,0,3,2017,25,6,2,2,0,0,0.0294444444444444,670.0823395945246,-0.006544201782971696
2017-06-23,448,55,6942,1800,90,0,0,4,2017,25,6,2,2,0,0,0.0305555555555555,-775.107555875859,-0.004695376792749716
2017-06-24,449,57,7662,1800,90,0,0,5,2017,25,6,2,2,0,0,0.0316666666666666,226.72093218553312,-0.004145282782542899
2017-06-25,450,63,6054,1800,90,0,0,6,2017,25,6,2,2,0,0,0.035,-834.406149321916,-0.006171591503579963
2017-06-26,451,64,7620,1800,90,0,0,0,2017,26,6,2,2,0,0,0.0355555555555555,-155.9890889769033,-0.001955662546080133
2017-06-27,452,53,7764,1800,90,0,0,1,2017,26,6,2,2,0,0,0.0294444444444444,-301.4002388026872,-0.005274168655565502
2017-06-28,453,54,8040,1800,90,0,0,2,2017,26,6,2,2,0,0,0.03,-25.614524516973688,-0.003941619918695127
2017-06-29,454,57,8160,1800,90,0,0,3,2017,26,6,2,2,0,0,0.0316666666666666,-31.917660405475477,-0.004944115076816039
2017-06-30,455,59,9060,1800,90,71,0,4,2017,26,6,2,2,0,0,0.0327777777777777,802.8924441241428,-0.004633721176405609
2017-07-01,456,51,8352,1800,90,0,0,5,2017,26,7,3,2,0,0,0.0283333333333333,63.86378932839091,-0.0044652190723676564
2017-07-02,457,50,7860,1800,90,0,0,6,2017,26,7,3,2,0,0,0.0277777777777777,-339.8347207504876,-0.004480649469472443
2017-07-03,458,60,8802,1800,90,21,0,0,2017,27,7,3,2,0,0,0.0333333333333333,-264.84623183404733,0.0009231797382501135
2017-07-04,459,48,9228,1800,90,94,4,1,2017,27,7,3,2,0,0,0.0266666666666666,423.7426183401679,0.00022567112653814649
2017-07-05,460,49,10398,1800,90,329,239,2,2017,27,7,3,2,0,0,0.0272222222222222,1828.3854754830263,-0.0002765719240105987
2017-07-06,461,46,7578,1800,90,0,0,3,2017,27,7,3,2,0,0,0.0255555555555555,-862.4890889769048,-0.003212845255741734
2017-07-07,462,44,7314,1800,90,0,0,4,2017,27,7,3,2,0,0,0.0244444444444444,-793.9646987330021,-0.004036445351872479
2017-07-08,463,43,7398,1800,90,0,0,5,2017,27,7,3,2,0,0,0.0238888888888888,-338.13621067161,-0.005894652513612458
2017-07-09,464,46,7878,1800,90,0,0,6,2017,27,7,3,2,0,0,0.0255555555555555,977.5938506780832,-0.006376027183163021
2017-07-10,465,49,7200,1800,90,0,0,0,2017,28,7,3,2,0,0,0.0272222222222222,-562.274803262618,-0.004232752329361851
2017-07-11,466,47,7872,1800,90,0,0,1,2017,28,7,3,2,0,0,0.0261111111111111,-168.54309594554405,-0.006360806483010805
2017-07-12,467,49,7524,1800,90,0,0,2,2017,28,7,3,2,0,0,0.0272222222222222,-619.6145245169737,-0.004756624795916381
2017-07-13,468,53,6960,1800,90,0,0,3,2017,28,7,3,2,0,0,0.0294444444444444,-1209.63194611976,4.017885705165196e-05
2017-07-14,469,59,9354,1800,90,130,40,4,2017,28,7,3,2,0,0,0.0327777777777777,982.892444124141,0.001681651259518989
2017-07-15,470,62,8808,1800,90,24,0,5,2017,28,7,3,2,0,0,0.0344444444444444,364.720932185534,0.0006545744350377157
2017-07-16,471,71,8982,1800,90,68,0,6,2017,28,7,3,2,0,0,0.0394444444444444,676.7367078209418,0.003914287645003289
2017-07-17,472,69,9336,1800,90,137,47,0,2017,29,7,3,2,0,0,0.0383333333333333,53.15376816595267,0.005425743224591495
2017-07-18,473,66,9624,1800,90,191,101,1,2017,29,7,3,2,0,0,0.0366666666666666,540.3140469115972,0.003769210339868285
2017-07-19,474,59,9534,1800,90,166,76,2,2017,29,7,3,2,0,0,0.0327777777777777,636.9569040544557,-0.0008328484600997055
2017-07-20,475,56,7152,1800,90,0,0,3,2017,29,7,3,2,0,1,0.0311111111111111,-1428.2033746911893,-0.0009114753927280204
2017-07-21,476,54,8052,1800,90,0,0,4,2017,29,7,3,2,0,1,0.03,-166.5361273044315,0.0003246457320016244
2017-07-22,477,51,8190,1800,90,0,0,5,2017,29,7,3,2,0,1,0.0283333333333333,324.4352178998193,0.0002659659274674188
2017-07-23,478,55,7686,1800,90,0,0,6,2017,29,7,3,2,0,1,0.0305555555555555,471.02242210665554,-0.0004915442864234874
2017-07-24,479,62,7530,1800,90,0,0,0,2017,30,7,3,2,0,1,0.0344444444444444,-813.4176604054758,0.0014423257768625825
2017-07-25,480,59,8400,1800,90,0,0,1,2017,30,7,3,2,0,1,0.0327777777777777,205.1711897687404,0.0006152008870123696
2017-07-26,481,61,7956,1800,90,0,0,2,2017,30,7,3,2,0,1,0.0338888888888888,-216.75738165983057,-0.001196583139263345
2017-07-27,482,55,8400,1800,90,0,0,3,2017,30,7,3,2,0,1,0.0305555555555555,553.5109110230961,-0.00391936612412277
2017-07-28,483,56,7104,1800,90,0,0,4,2017,30,7,3,2,0,1,0.0311111111111111,-679.964698733003,-0.0023195503747034957
2017-07-29,484,52,8724,1800,90,0,0,5,2017,30,7,3,2,0,1,0.0288888888888888,821.5780750426762,-0.007102575288586424
2017-07-30,485,52,6324,1800,90,0,0,6,2017,30,7,3,2,0,1,0.0288888888888888,-1454.9775778933445,-0.0073661337280641215
2017-07-31,486,73,7818,1800,90,0,0,0,2017,31,7,3,2,0,1,0.0405555555555555,-1049.9890889769042,-0.00023030900644270547
2017-08-01,487,63,10476,1800,90,359,269,1,2017,31,8,3,2,0,1,0.035,1563.7426183401697,0.00013879297224833262
2017-08-02,488,63,10068,1800,90,277,187,2,2017,31,8,3,2,0,1,0.035,1118.67118976874,-0.0009310620305554609
2017-08-03,489,68,9372,1800,90,143,53,3,2017,31,8,3,2,0,1,0.0377777777777777,507.2251967373814,0.0009738085934932263
2017-08-04,490,66,7506,1800,90,0,0,4,2017,31,8,3,2,0,1,0.0366666666666666,-1448.821841590143,0.0038067013276116314
2017-08-05,491,64,9672,1800,90,199,109,5,2017,31,8,3,2,0,1,0.0355555555555555,1079.578075042677,0.00402764180666312
2017-08-06,492,70,6654,1800,90,0,0,6,2017,31,8,3,2,0,1,0.0388888888888888,-1319.549006464772,0.0038251263856905714
2017-08-07,493,68,9174,1800,90,103,13,0,2017,32,8,3,2,0,1,0.0377777777777777,444.0109110230958,0.002977333387212646
2017-08-08,494,63,9186,1800,90,101,11,1,2017,32,8,3,2,0,1,0.035,194.8854754830266,0.0002583956318654261
2017-08-09,495,57,8712,1800,90,0,0,2,2017,32,8,3,2,0,1,0.0316666666666666,122.67118976874008,-0.001681282330162976
